phase,dataset,scene,method,trial,status,manifest_sha256,config_sha256
train,viode,city_day_3_high,baseline,1,ok,a1f7427b6719ce4a8cc128b0a874e6e2ecd203691f7c6f42c9a4d2265b8a93ca,61b03ce7e4dc6cd747369460c3e6ed5f11145699cb2e4c24536df3c71475a50c
train,viode,city_day_3_high,baseline,2,ok,4b21f61d3fd6583697fc75216d1616388d55b16a5b443e0e71541d8556076d2e,c74027e84a4b095e6f0104bbe0708dd525cf2eb018eb3eeb48713fdfb4fec03b
train,viode,city_day_3_high,baseline,3,ok,101a9afa234a6a95522a728bcdb6006abe753aaa597f23b5a32d9253b9a8cbda,1c5b19c0e15c74684738ea1d36c10516e2851ea725787df6563368938f81c1f4
train,viode,city_day_3_high,geodf,1,ok,e51821e789de8e57f30ec226e164d83c3f54989545a6edf09a900ed9fba39efc,a47795e9b56a64833d51aca5f0671d771bb926eaa8f9ae3c04e55c1f68e62077
train,viode,city_day_3_high,geodf,2,ok,4fca279ad996b0319e069ce6c2c4f0597f228025f883af8b33dc0f90285545e5,ea277e6eb8d8c3ce527f3ddba876a43c4bb328bed3d5f5fedcdbc91d1062fada
train,viode,city_day_3_high,geodf,3,ok,b18ddc3619daa9a5aebc070a9b54e3cbc6d6564d5744e81a38ffe7158090e1b9,f3ec47601c07821331d4b473392dc6ebfd09c801c8de542e7cf6b3c6bc76745d
train,viode,city_day_3_high,semantic,1,ok,dcd269026398df72940d238dd7b34a483d3884d122af4b87295d9a816756d138,e3ffa1a8bc669abcb208e84d5ee127f8263428356ee21c637e32d09afb8b9c51
train,viode,city_day_3_high,semantic,2,ok,de78cb0d7d8179d48fa5ea2399a1fb96dfce25a00ed61c74c4b60b782647cccd,3decc89fb1c36f31fec8abfd1bf30e42c4c18803f542574d96c8d24cf076b020
train,viode,city_day_3_high,semantic,3,ok,0c0cffddb7613a4a938d54942db4d4a087ee70111d498f680b45fa05ae980f12,0b8120ad1ef8256f42bf93d31d49225829f7285f275f93e91931ff6e6f5dbb61
train,viode,city_day_3_high,union_noweight,1,ok,ee2255b7bad78226ba6cc0641ce7b2c455e1b78d9693b1f592c2f29ce87ef8d8,7a2a23b8644c2aec8a510f18650afae53e2bfb583e93dfee7e512544c95ccde6
train,viode,city_day_3_high,union_noweight,2,ok,c6a69eb49770748538bfa714c027d96e86e05f9ff7962e74dc8d96ae39b31e28,4b2e03253d8e79da5bedc718e264b07467e5cf77e5973ceeecd78f080fa6bdbf
train,viode,city_day_3_high,union_noweight,3,ok,2c4c14e93f3ecbfe466626d7a7397c45b5437e3442711e25b58e21ac4fb53459,f8beded4f00cb3b65e4170b821b7af81b0278c08ab3ccfb98fa05659ee54cc1a
train,viode,city_day_3_high,union_weight,1,ok,2f7720a200275bf5fe154ec452fae228db42401f5e9d3d45db8be9a4022d732e,d94fe66a7363fe97f1b567bffd37d511a102af35191f990f4576063b71e952aa
train,viode,city_day_3_high,union_weight,2,ok,50575af06380a0a7b51094094344c406f3a428aa54d554b6ba581f8b1ad5eed3,bfa223c8d6068794b688e2e87a991f170f56ef0e136d808e78a77789c40ab138
train,viode,city_day_3_high,union_weight,3,ok,a2255341cd7f7be80878c564e0666f2d588d1bd3de4aa522a957e138a92cd7c6,073c6a7e0fd7657f8e9a3e39f4247e0db072cf8f8ce0a3a8d941816550f3ecf6
train,viode,city_day_3_high,union_weight,4,ok,2d955a0d4fde8e74898a67640cd4026ed1d75f5994d024d40c41da2785c73e49,bca7ea53e46b5052f080d00de6528d12ce9f39c9f950978dd414c4429b65805c
train,viode,city_day_3_high,union_weight,5,ok,aa477d3b5a3a9d86cf6868ed1d741fd64958a731b91408a2dcc33c7f3cded073,584dd6710ec6ca0d6630a184590805c219ae3a1a3043e6055552602d4f8a5bda
